event_id,busines_obrazovanie,teatr_kino,tanci_balli,vecherinki_shou,vistavki_tvorchestvo,umor,koncerti_festivali,moda,igri_kvesti,romantika,activniy_otdih
0f99a2eb-e5d5-4259-80d9-431d8de95f3b,,,,,,,1.0,,,,
077434ac-c512-4e7d-ae2e-ab63c264cc38,,,,,1.0,,,,,,
51070cdb-4a82-4ee7-82b6-518926374c7a,,,,,,,1.0,,,,
5261a3d2-01d3-4c7a-b5b2-69eb6b8d4a37,,1.0,,,,,,,,,
da8064a2-30d0-4218-ab3c-0accfb090998,,,,,1.0,,,,,,
c65d518e-51e6-4129-96b2-0edaa793e9f1,,,,,1.0,,,,,,
5c6a2872-156c-4eed-8f27-353a0a3e1ccd,,,,,,,1.0,,,,
acf609fc-198b-40d9-9c9a-b224a694aba2,,,,,1.0,,,,,,
3936c5b5-e171-4272-b026-06026a7e9f99,,,,,1.0,,,,,,
6e5e4968-d925-481a-a549-29c84197c9d3,1.0,,,,,,,,,,
9abd5de0-0ed9-42ff-b947-12be9281ea60,1.0,,,,,,,,,,
cfdc19b3-364c-4120-b067-f045979aac82,,,,,1.0,,,,,,
544a42c4-5a04-4c97-ae57-07059c6313e6,,,,,,,1.0,,,,
254bae7c-84cd-4c8d-873f-44613d797402,,,,,,,1.0,,,,
b8fb1fbd-654f-4d22-9996-99e99da988e2,,,,,1.0,,,,,,
af8713d7-6845-4fb6-a379-6c12b57c71fc,,,,,1.0,,,,,,
bd222673-c271-44d5-9c6e-01ca2ed2643d,,,,,,,1.0,,,,
35c690b4-5296-441d-8e95-c439a296aaa7,1.0,,,,,,,,,,
77377a78-e4e9-4998-b73e-215cc91fe44a,,,,,,,1.0,,,,
7b3525e7-8bfb-430f-aa29-d3c9372a906c,,,,,,,1.0,,,,
2f5e22ff-1cb1-4a75-a743-3f7f8012e521,,,,1.0,,,,,,,
7ffd7bc8-e2c2-4dce-8b04-0538c6b2fcc0,,,,1.0,,,1.0,,,,
26a334ca-9b9a-483f-a6f4-607f1c838830,,,,1.0,,,1.0,,,,
a0b7da0d-9a76-4e1a-bf98-4872aa5fedeb,,,,1.0,,,1.0,,,,
3b843bdf-3d48-49e1-a9d9-1c536eecbe30,,,,,,,1.0,,,,
9a3327fd-ec69-462b-b678-ca1dab27e237,,,,,,,1.0,,,,
84cab9d0-db3e-492d-b871-fde723aba5c4,,,,,,,1.0,,,,
2712f533-a395-4e8a-9716-32d5314178ad,,,,,1.0,,,,,,
4716f365-e5d5-461e-a025-5b61c1586ca0,,,,,1.0,,,,,,
a4c4151b-80cf-42e1-be55-e47de96cdb22,1.0,,,,,,1.0,,,,
97e394b4-4e59-4c98-83dd-7503d2364786,1.0,,,,,,,,,,
7aa6a8c6-e53f-43ff-8ae0-3863a295aa3e,1.0,,,1.0,,,1.0,,,,
7a31ab21-0760-41a7-940b-b05c88804813,1.0,,,,,,,,,,
ce427dff-8733-491e-b6de-2899e5a9f117,,,,,1.0,,,,,,
b59ad018-64fd-4bfd-9159-058f020ae9db,1.0,,,,1.0,,,,,,
0fadf26d-7fe9-49ef-9132-5cbe1eef9fc6,,,,,1.0,,,,,,
ad1db296-2956-4d9c-8dab-380bec26e70c,,,,,1.0,,,,,,
2b48ef20-f77e-40d8-83f0-46b330ba72ea,1.0,,,,,,,,,,
498d2779-3dd5-4467-b54e-77baf93ec285,1.0,,,,,,,,,,
94d6c4f2-e1bf-4c1a-a32f-cd899e21112b,,,,,1.0,,1.0,,,,
ba3e1a89-5fdb-4b15-ada7-0992ccf6dc02,1.0,,,,,,,,,,
6c0211fa-4595-45b2-9b8d-7a711ed3d047,,,,,1.0,,,,,,
94b04ea1-9611-4376-8c3b-a231fef65e55,,,,,,,1.0,,,,1.0
2093be9e-a172-4ab4-a8a7-2ffed0e0fa08,,,,,,,1.0,,,,
10aaa832-7334-4e34-805c-87a64adcbc38,,,,,,,1.0,,,,
e5f4d0e5-ec3c-46c6-b1fb-b37143336175,,,1.0,1.0,,,,,,,
00d77835-6450-44ef-b33a-a7c80eb1d3ca,1.0,,,,1.0,,1.0,1.0,,,
c4488755-ab64-4b88-9da1-4335126ad214,,1.0,,,,,1.0,,,,
098f9d5a-3d83-4279-9aae-6c976626797b,1.0,,,,,,,,,,
725f0a59-38a6-4df1-a3eb-e21137ef865b,1.0,,,,,,1.0,,,,
e7323402-e3d5-451d-8474-7a3032979c6c,,,,,,,1.0,,1.0,,
7cf05ed9-d09a-4d81-90d4-e9459d966459,1.0,,,,,,1.0,,,,
97cc589c-d266-4c69-b6fb-b047367aff4f,,1.0,,1.0,,,1.0,,,,
d1b3272b-374b-46ad-8851-35182bffb01c,,1.0,,,,,,,,,
6f8c01d0-3283-4d33-a96b-72adb78c333a,,,,,,,1.0,,,,
d981a2d8-1e0c-4660-a1d0-ba66f47227de,1.0,,,,,,,,,,
437bef35-72b8-48c1-bd16-d96178b67d43,,,,,1.0,,,,,,
54c0f916-e3d4-40bb-adbd-c98eadc196fc,,,,,,,1.0,,,,
9fbd1593-bbfc-4ca1-acfe-0dbefb8fb10d,1.0,,,,,,1.0,,,,
7ea02ef5-4468-431e-9c89-68f6b6008f78,,,,,,,1.0,,,,
f97dd860-f7db-4aa7-8d48-55a292928905,,,,,,,1.0,,,,
5d25bcd9-e265-4b4f-8a15-15009ddb2c79,,,,,1.0,,,,,,
6505449f-adba-4b82-bc68-b90813aa80a6,1.0,,,,1.0,,1.0,,,,
5c9bbfc2-9222-4f65-8650-8da8d1cbf9e7,,,,,,,1.0,,,,
1d5bd857-5eb0-450e-9b9c-3a36ad8eb0f7,,,,,,,1.0,,,,
f4024acb-0591-4e97-bba1-39a249687a0c,,,,,1.0,,,,,,
611524fc-e960-4397-8ed4-74c41ee577b5,1.0,,,,,,,,,,
36f619f7-aac5-4075-977d-f597b13db4e0,,,,,1.0,,1.0,,,,
bb5de6d7-3728-401d-9de4-b982de4fe52a,,,,,,,1.0,,,,
0c1f9064-d824-434d-9bf9-4a7d92581afd,,,,,,,1.0,,,,
9ca6e21f-7183-43ef-b7fd-01dcd6402443,,,,,1.0,,,,,,
b4fc1b2f-9035-40b8-bf00-5e82b7a93c30,,,,,1.0,,,,,,
17da7419-eb2e-4719-842a-04a08442865f,,,,,1.0,,,,,,
cf2a8bbc-f39e-45e7-bad2-6b346e81de36,,,,,1.0,,1.0,,,,
bcc51c91-c1eb-4507-9941-a9cef6e49c9e,,,,,,,1.0,,,,
d29b29af-995e-492e-9586-be564bbf78fa,,,,,,,1.0,,,,
e6a644b2-b140-48bb-a04b-7f554b463fb0,,1.0,,,,,1.0,,,,
ee0ac5ed-3066-4fbc-973b-bdc310a5a1cc,,,,,1.0,,1.0,,,,
6a8d821f-5f33-4238-9c1f-00b3580c44b6,,,,,,,1.0,,,,1.0
e6e5a00e-b88a-4359-9f48-d692290414ea,1.0,1.0,,,,,,,,,
9890e3f0-3e60-477a-8352-cb80b2d2d8aa,,,,,1.0,,1.0,,,,
9a8120c6-427c-45de-8148-c36309e15ffc,,,,,,,1.0,,,,
470ae2e8-d19d-4c32-9df8-8b49c62e709b,,,,,,,1.0,,,,
76001e57-e4e3-471c-8a2f-4629cbf60b9a,,,,,1.0,,,,,,
f8b4aea1-c016-4d3d-b06d-d9539f0210f5,,,,,,,1.0,,,,
e9eac194-5c6d-41b8-8576-20f8d9a29972,,,,,1.0,,1.0,,,,
a98eac94-1ce4-42c2-80f8-74a108471640,,,,,1.0,,,,,,
ac690a23-af60-422e-bc94-8175f90e489f,,,,,1.0,,,,,,
46531a57-15b8-4b5a-9784-10533fa3366d,,,,,,,1.0,,,,
8cc9ee03-4696-499b-b454-f2b1ac67d872,,,,,,,1.0,,,,
79309674-0f4e-4a4c-9fc4-008a863bdb0b,,,,,,,1.0,,,,
6c551353-c80b-4699-8702-4881c28c964d,,,,,1.0,,,,,,
980158b0-089c-47c9-89a4-9aeb101a2e67,,,,,,,1.0,,,,
3c569fe0-6a67-41cd-9d01-521892a832db,,,,,,,1.0,,,,
fc20d6c1-b1c2-4486-85d2-7b352af88d1e,,,,,1.0,,1.0,,,,
c6000a24-3978-48f9-89bd-5e7f1db52c05,,,,,,,1.0,,,,
5897cd5d-f85f-46ee-93ab-f8d3fe7ca7b7,,,,,,,1.0,,,,
9bd49a72-a3ca-432d-92c5-5cdfc4a9eb72,1.0,,,,1.0,,1.0,,,,
a1d874f0-6263-4eb1-a6cf-e7880839e4b5,,,,,,,1.0,,,,
8558446f-9cee-420f-8833-d8d0ca509fc3,1.0,,,,,,1.0,,,,
d51fe770-6851-4a24-9ca7-575d6a4d7cd2,,,,,,,1.0,,1.0,,
7aee9470-940b-4deb-a392-f39b309372dc,,,,,,,1.0,,,,
be8d88a6-dba3-4cbb-9052-469c523be7b0,,,,,1.0,,,,,,
89430f12-3420-4da5-b96d-95bda67fffc2,1.0,,,1.0,,,1.0,,,,
ed1d148b-ad57-4666-b332-6f53ce304b18,,,,,1.0,,,,,,
d6ec811f-6ba0-4d16-a4c4-d98815ae8fb0,,,,1.0,,,1.0,,,,
8539c21f-0b82-417c-b86b-36ddd5fa8443,,,,,1.0,,1.0,,,,
0e95f90c-23ea-4fad-9f4c-9277ca031a41,,,,,1.0,,1.0,,,,
16849521-2901-4a96-b2b3-414f9337907e,,,,1.0,,,,,,,
49ecff8c-fb1b-4421-933d-5a179ef8e9c9,,,,,,,1.0,,,,1.0
b4132987-8b5f-47fe-99e4-82399031135f,,,,,,,1.0,,,,
975104ab-caa3-407b-804a-461243e9d1b9,,,,,,,1.0,,,,
12d57ff1-ce42-4290-9f99-9b1091ce2cd1,,,,,,,1.0,,,,
8de219f5-8a0c-485d-9ddb-c963572cfa2b,,,,,1.0,,,,,,
7456b8a6-f8f2-4b1b-8671-afe2989f8ef1,,,,,1.0,,,,,,
8b177f01-1d3a-46f2-b6b0-d1c50c8015a4,,,,,1.0,,1.0,,,,
4466e89d-2c03-49e1-943c-ca0ef64ca1bc,,,,,,,1.0,,,,
580eacda-e4c4-451f-937c-1f0f6e130647,,1.0,1.0,1.0,,,1.0,,,,
40c96b71-80d4-4456-8bb9-80c4204be821,,,,,1.0,,1.0,,,,
ef7820d6-d078-4f84-a223-34ffdc3ea9ce,,,,,,,1.0,,,,
84c14ac2-8774-44f3-bb60-aca664855bce,,,,,,,1.0,,,,
43f20106-fffc-43ef-a567-694916dca965,,,,,,,1.0,,,,
634efe44-b5dd-4233-ba00-7e43eff54183,,,,,1.0,,1.0,,,,
36d50261-2638-4999-b241-d30705f214e9,,1.0,,,,,,,,,
e6805a9e-3626-464a-bf9b-386128fea814,,,,,,,1.0,,,,
79aae049-691f-49e2-8523-b51fecce8c6b,,,,,1.0,,1.0,,,,
4348acad-4585-4093-bab8-5b11af4e9421,,,,,,,1.0,,,,
72b45b92-05a7-4e0a-a37c-825b107a4696,,,,,,,1.0,,,,
b67393c0-5d4c-421e-9afb-2bda691cd7f8,,,,,,,1.0,,,,
d2598949-479c-4639-a25d-e308320c16a7,,,,1.0,,,1.0,,,,
ba4705c6-66ad-44e9-afce-6a660237771e,,,,,1.0,,,,,,
8dca0a07-cef0-4b4a-b192-a179e71f27f1,,,,,,,1.0,,,,
32171b22-6e22-4a0e-b020-fadc3b955251,,,,,,,1.0,,,,
08644d44-9941-405e-83bc-224ecd91ea66,,,,,,,1.0,,,,
4f9d9128-29ce-452b-a90f-dd5896a966f0,,,,,1.0,,,,,,
63cf6239-b8ec-4e16-a9ec-99544a75ecc1,,,,,,,1.0,,,,
62256b5c-a1b5-488c-aea0-8cf0a7e0a5b0,,1.0,,,,,,,,,
7abb0f4d-f88a-41d7-8414-cd957b705593,,,,,,,1.0,,,,
cf7c781f-e214-435c-88a5-37ff6700674a,,,,,1.0,,,,,,
07adc182-afd3-4090-bdee-ddcf10912d2c,,,,,,,1.0,,,,
50641d58-a6a2-4db7-b1eb-2dc6542e6231,,,,,1.0,,,,,,
dc787bd0-46f1-465c-b78f-bc0c6d914bd9,,,,,,,,,,,1.0
b2e58888-f3ab-4834-95c3-5480067e8ba5,,,,,,,1.0,,,,
5d91808c-5cc8-4662-a0b0-c0c8890b4f24,,,,,1.0,,,,,,
31f61260-bac0-4aef-b8d5-14d77927524e,,,,,1.0,,,,,,
af6292f8-4471-41f8-8876-18fe74b11d73,,,,,1.0,,,,,,
2e40daa8-5bfe-4fad-9412-df2c079ed0d3,,,,,1.0,,,,,,
3cf94709-ec3f-4e94-ac88-76e90dd94491,,,,,,,,,,,1.0
9c15f8c6-7651-4255-8869-580f7cd69e4f,,,,,,,1.0,,,,
5385ca3a-7492-44a9-b245-214c492b8eb1,,1.0,,,,,,,,,
8230aa43-ae27-4ded-b79f-2f5aae466c96,,,,,,,1.0,,,,
0c37c77a-5dbf-491d-bcaf-6c229858d128,,,,,,,,,,,1.0
99cd9b9f-dc1d-4026-85ae-02af34c3fa4f,,,,,1.0,,,,,,
50246af3-7777-4452-9248-1e504a3ca7aa,,1.0,,,,,,,,,
653cdb83-d051-4393-ac3f-9a7e08d7dca0,,1.0,,,,,,,,,
97a742c1-e9eb-4ca2-8264-ad3cb79f62a0,1.0,,,,,,,,,,
2e3870ac-9891-4e47-a6c6-b186e1e9a963,,,,,,,1.0,,,,
350edafd-e4fb-4ea9-929f-3ab10cf9bd71,,1.0,,,,,,,,,
551ef070-1dc8-40f9-8c50-0a76087173cc,,,,,,,1.0,,,,
03abe37a-9b09-4193-ad84-c68e44875805,,,,,,,1.0,,,,
a55c6024-c801-4a6e-9421-7aded73c0747,,1.0,,,,,,,,,
5bb5a375-021d-406a-8e01-802f491bd2b6,,1.0,,,,,,,,,
09502589-b93e-433d-8ada-a0f6ac7872c4,,,,,,,1.0,,,,
e942774e-f294-46e7-96ec-9ad7ac3fbfd3,,,,,,,1.0,,,1.0,1.0
9255f088-50f1-4781-a2b6-6e52f1bac635,1.0,,,,,,1.0,,,,
5db3c64e-650b-425e-9fc1-f9d5a8bfbd11,1.0,,,,1.0,,1.0,,,,
304e64aa-0da9-460f-94a2-d2008ff5cb1f,,,,,,,1.0,,,,
8dd77b6e-58b7-41da-957f-5ed2c1aaf86f,,,,,,,1.0,,,,
7cf0108e-6c0a-4677-a69f-7cf512f4e96b,,,,,,,1.0,,,,
5bcbd446-c4f1-4c56-8f4c-e1291af7dcdc,,1.0,,,,,1.0,,,,
c73b8139-7cbf-48ee-904a-74d95060765c,,,,,,,1.0,,,,
f5fdd8dd-c42f-4575-b884-38927d19ddf3,1.0,,,,,,,,,,
dddfa952-7732-4dc5-9b8b-4ea25a015f84,,1.0,,,,,1.0,,,,
5925ce63-85e3-49dd-bea0-5d880e3e5f0b,,,,,,,1.0,,,,
384a7dbc-c1c4-4eef-bfdd-17db1a3ef828,1.0,,,,,,,,,,
14ad1d88-ec3b-470e-8dfb-cd1d8df8e79e,,,,,,,1.0,,,,
4b23a09e-5a33-4f14-8a68-87ed539e005a,,1.0,,,,,1.0,,,,
bddcbb67-7cba-42cb-b9ac-27d792c10bb6,,,,,1.0,,,,,,
cba476bd-92ca-4521-aace-b2637e309f31,,,,,,,1.0,,,,
bca724aa-d872-4ff8-b5de-092bbb6a0323,,1.0,,,,,1.0,,,,
d553d87f-ef4f-4f7d-ad59-e83d961887ea,,,,,1.0,,,,,,
ec30b616-360a-4f06-9151-a54a6f32ee01,,,,,1.0,,,,,,
84df8d8c-d691-40f6-8c44-aa286512aa9b,,,,,1.0,,,,,,
57725026-5a2b-4cf3-92b2-3e0353901038,1.0,,,,,,,,,,
ba4bb0d5-2eb2-4cc7-8226-44f2a3471a83,,1.0,,,1.0,,1.0,,,,
7a2e5a74-9fda-41b6-acc8-0aa3440f6d03,,,,,1.0,,,,,,
c9dbdea2-a5fa-43ef-bfae-14f86408ffc3,,,,,1.0,,,,,,
3bfcda4a-9bf4-43b5-affe-936984610280,,,,,1.0,,,,,,
3cdf9ef2-3b18-4217-8b77-cddc437ed6e9,,,,,,,1.0,,,,
d9c8b65b-8a3d-4d78-ab25-2c199d131d69,1.0,,,,,,,,,,
7e668d2e-a1bc-4ae8-8825-cb387d8ae351,,1.0,,,,,1.0,,,,
9c477a1d-a7e2-4cc0-82e4-024e7fc9891b,,,,,1.0,,,,,,
845868d1-1421-482f-b024-7bb7a4826c7c,,,,,,,1.0,,,,
2f743237-3e60-4dd1-8c00-5b1a69a7140e,,1.0,,,,,,,,,
b5faff3f-4383-4e9c-83ae-6bb496f514d2,,,,,,,1.0,,,,
954462a7-7531-42fd-bed5-35d9cedcb3f9,,,,,,,1.0,,,,
a9afb69b-aa3d-4eb5-bc01-d1788e22a6f8,,,,,,,1.0,,,,
2cb3b272-30a0-46e6-a724-c28cc6710e35,,,,,1.0,,,,,,
73d3a840-c828-454f-a653-5914d3e50b7d,,,,,1.0,,,,,,
ad5fc4fd-48a8-4662-91d4-8d83b2c45c93,1.0,1.0,,,,,1.0,,,,
8d337e48-2c6b-479e-bbef-f8380267ebbe,,,,,1.0,,,1.0,,,
b67aa5e7-6711-4996-bf5e-22b41674e702,,,,,1.0,,,,,,
1c3bc03b-5938-4791-8110-404decc32cec,,1.0,,,,,1.0,,,,
b6aeacc2-8cc5-4abe-9be3-3137bfbda600,,,,,,,1.0,,,,
abde1bf6-212e-4a22-9746-b20a84c11e74,,,,,,,1.0,,,,
7f4fedc1-1f7c-42f8-925e-da276c850242,,1.0,,,1.0,,,,,,
4f01f15a-4ba1-4837-9003-c8bfe239fe49,,,,,,,1.0,,,,
1f5e7a8e-3c1f-46b6-b064-c9eab5fdd5a6,,,,,1.0,,,,,,
e2ff5aaa-81a1-49ce-8839-46aeac32a05c,,,,,1.0,,,,,,
d69ba81d-3920-40f8-bfb0-f224ce457b31,,,,,1.0,,,,,,
e88fed62-5c6f-42fb-871d-02db82ad8b87,,,,,,,1.0,,,,
9bdeb4c0-9a6d-446d-9298-9a21532d92da,,1.0,,,,,1.0,,,,
97c9c48a-837a-4cd5-8922-f9e347ba3dfa,,,,,,,1.0,,,,
3780fff0-8d9c-4996-b1a1-64b190cb0419,,1.0,,,,,,,,,
ff325293-7290-4fee-8907-15f8e6e9f62c,,1.0,,,,,1.0,,,,
cce8c07c-5cab-49da-83ed-5f4a0294157c,,,,,1.0,,,,,,
54951b4b-59f3-439b-bfaa-833d327ea7e0,,,,,1.0,,,,,,
65f38481-101f-4773-864f-dba1aeb33817,,,,,1.0,,1.0,,,,
95ef980f-926e-4772-8504-2555bdfd26d0,,1.0,,,,,1.0,,,,
17fc9763-6e2c-4eaf-9b32-94141c96ef3c,,,,,1.0,,,,,,
65729ffe-4b03-4a9d-bf4e-a9282f866a39,,,,1.0,,,,,,1.0,
22b0228d-a273-42f3-b7ee-18ffa80b3ed6,,,,1.0,,,1.0,,,,
b6203d2a-1526-47e0-8a7f-19185f063265,,,,,,,1.0,,,,
9dec8884-b1c7-497c-9ced-058f36fc922b,,,,,,,1.0,,,,
5cff2343-c466-4a98-a51b-cf83b9b46ac3,,,,,,,1.0,,,,
d006d6e6-5bc7-4d40-8688-f372decc4eec,,,,1.0,,,1.0,,,,
95b3ec43-ec9f-44b3-bc28-aeb29f16a309,,,,,,,1.0,,,,
a548b744-4f66-44ea-b56c-83df0b66c357,,,,1.0,,,1.0,,,,
7163916d-cfa9-4738-8d4a-de5d6cbea37f,,1.0,,,,,1.0,,,,
02ca079b-a9fc-4ff6-b4fe-236f8a431ef3,,,,,1.0,,,,,,
c7e82bea-7006-4458-8b69-515e77214c67,,,,,1.0,,,,,,
5f70daf9-5ca2-426c-bdcc-e42f5c3307f3,,,,,1.0,,,,,,
2de419b2-18fd-4039-9761-ca62a6e1207a,,,,,1.0,,,,,,
0ddfb170-16fb-496e-8779-4270d31df503,,,,,1.0,,,,,,
68611f1a-5c07-44d3-9ff6-47b5448b63cd,,,,,1.0,,,,,,
677d8bfe-05a4-4f64-a070-2c6e92c66c20,1.0,,,,,,1.0,,,,
45cb7a31-da9e-4678-a838-841d9900b91b,,,,,,,1.0,,,,1.0
54bb3f68-13b7-40e7-a4be-9d7497b45a81,,,,,,,1.0,,,,
87e0121f-4461-4bb0-8a06-47930e55b2e1,,1.0,,,,,1.0,,,,
9a590002-d4e8-4235-ad56-b8f5846330af,,,,,1.0,,,,,,
9fb00283-f91d-408f-a32d-f2bf6e55ae65,,,,,1.0,,,,,,
61f2b4b1-5001-4ebf-a449-f393aa29b46b,,,,,,,1.0,,,,
f9f76f65-5b74-4d48-99ad-76f8346f4690,,,,,,,1.0,,,,
8c57f182-ed12-4c17-96eb-50ee0a219a3e,,,,,1.0,,,,,,
d56143ed-5978-4528-a063-1037231773df,,,,,,,1.0,,,,
0dc5c185-acdb-4cd5-b53f-55f091a05f3f,,,,1.0,,,1.0,,,,
75e21e82-0c23-4803-95b5-f83c99af0cc4,,1.0,,,1.0,,,,,,
b2df0899-03c1-41cd-810d-160c8ce49164,,,,1.0,,,1.0,,,,
b8510661-b966-498e-950c-e6a44253ee45,1.0,,,,,,,,,,
fef34b64-2333-427b-b3f7-e213b44197d4,,,,1.0,,,1.0,,,,
c2fd4657-e177-4cfb-bb78-1ec7575b741c,,,,,,,1.0,,,,
c6a9dcd5-b336-4fd6-b214-0a840de89777,,,,,1.0,,,,,,
83e2b5eb-16f9-4056-842e-b2f667123d55,,,,,1.0,,,,,,
ab1fab3c-7e3e-4eab-9229-3d33e2f75f97,,,,,1.0,,,,,,
c9d371c8-309e-42d3-9d0e-e13a05a8388a,,1.0,,,,,,,,,
dcfda440-0fbf-4ea3-b807-7743f89e39f2,,,,,,,1.0,,,,1.0
789dc35d-a8c9-4fc7-8d79-071406d6c0c8,,,,,,,1.0,,,,
66f3445a-8586-48e2-b9fd-c294c2c42d34,,,,,,,1.0,,,,
5818ac45-1cb9-4378-8a39-5a62980b1a40,,,,,,,1.0,,,1.0,
161ba71c-fb66-4f26-98d5-f6356bce389a,1.0,,,,,,,,,,
14a9cb35-fdcf-4792-807a-db46243a371d,,1.0,,,1.0,,,,,,
e4399db4-99e5-4ae2-a1fe-923e5ffe6dd6,,,,,,,1.0,,,,
7f659372-d495-40ba-94b9-661322374d52,,1.0,,,,,1.0,,,,
be5b1faf-598f-442c-b9a2-ad2844f50aa1,,,,,,,1.0,,,,
8a50f728-86bb-4559-8ea1-4fd4a0f34dd8,,,,,,,1.0,,,,1.0
c9ee0e3e-609e-4ce3-a8de-edde79bc50c8,,,,,1.0,,,,,,
272496e5-9bf0-4b02-9116-124865446c16,,,,,1.0,,,,,,
d4609565-b3d6-4bf6-bff7-09fe604c832f,,1.0,,,,,1.0,,,,
8a8dc79b-e95a-40ab-97af-a396c106d521,,,,,1.0,,,,,,
cbffa011-8840-4ffa-8575-88ca33d21da7,,1.0,,,,,1.0,,,,
cc585e83-095d-420c-b409-b6ba289e6d34,1.0,,,,,,,,,,
7024dd68-828e-4a73-a491-f409bd991010,,,,,,,1.0,,,,
705d13da-7a4d-4cae-9b1c-0b533cc6c38a,,,,,,,1.0,,,,
68889c01-e2a3-419f-9bcf-3d2c0fd43efd,,,,,,,1.0,,,,
434426f8-b7f3-4189-8a3a-9b1596993aa9,,,,,,,1.0,,,,
9b92802d-90ab-4b1a-b00b-45bf23c4f01d,,,,,1.0,,,,,,
e11b6ac2-cadc-47bf-8d7d-d349e123999e,,1.0,,,,,1.0,,,,
d1d9024d-a1cb-4cab-bf1b-9e36898120c5,,1.0,,,,,1.0,,,,
c1da2eb1-f7cb-4905-ac8b-eb7dd855a6f8,1.0,,,1.0,,,1.0,,,,
a0e805ed-271e-495e-bdce-4e4780ede54e,,,,,1.0,,,,,,
1329a5c6-4e7f-4308-bf2c-b7c3588da737,,,,,,,1.0,,,,
5feac876-6507-4a34-800b-7b585e13b015,,1.0,,,1.0,,1.0,,,,
e72c2c83-fca7-4165-a6b7-f2a7dcb06e06,,,,,,,1.0,,,,
26de606d-bb7e-4f78-a1ab-f3bfceadf184,,,,,,,1.0,,,,
6c5da0b2-3371-4860-870a-6f5ec7af3710,,,,,,,1.0,,,,
3696c137-4eb6-447a-83b2-eae4f19a171e,,,,,,,1.0,,,,
92a9b9f5-9e80-408a-a17b-489f60a0a470,1.0,,,,,,,,,,
